"Id","SalePrice"
1760,160989.092805632
1761,143855.611965061
1762,169104.681028899
1763,186186.631335853
1764,113567.87923252
1765,168121.42172713
1766,179897.407168815
1767,213979.660710942
1768,140296.712023285
1769,169934.086432805
1770,152084.146534481
1771,117026.993077023
1772,135690.014769982
1773,123991.587921833
1774,145646.180996561
1775,138778.483949104
1776,123209.328956914
1777,105881.853161267
1778,139500.136357961
1779,116599.830945879
1780,182996.154861232
1781,128373.060882442
1782,84560.5181900649
1783,135827.496494977
1784,105305.78460579
1785,122341.617569184
1786,128417.404502073
1787,163784.781038542
1788,57656.614542562
1789,97159.5619202754
1790,81675.4682785443
1791,180605.463053388
1792,156266.985529728
1793,123820.472187421
1794,152859.182559013
1795,134253.335681394
1796,124947.652753165
1797,109282.01181149
1798,115378.322696938
1799,107520.93994185
1800,123834.312016573
1801,127336.360326081
1802,130341.173329198
1803,144660.146686059
1804,133945.253203989
1805,133540.97283309
1806,123904.666711243
1807,131704.321840065
1808,125358.810761352
1809,119424.180323068
1810,133231.338629717
1811,91094.6785795014
1812,96318.1584958445
1813,120359.56248001
1814,90031.1477649548
1815,52818.7919195101
1816,99669.71430593
1817,107621.657525312
1818,148222.708028645
1819,126875.724030069
1820,68389.9290268291
1821,108304.958195467
1822,146762.974044111
1823,53310.1626952442
1824,121445.558710213
1825,127421.949991992
1826,101355.085230239
1827,97348.8748770739
1828,127949.128295045
1829,113713.916311325
1830,139104.739939845
1831,146321.388941673
1832,78985.762764494
1833,136562.959955758
1834,117956.361092396
1835,118300.207395946
1836,125247.408642662
1837,85679.9748555123
1838,128350.109526377
1839,93922.3606816019
1840,136935.294980229
1841,136211.232173868
1842,84228.8407479515
1843,123018.486129902
1844,136776.581199021
1845,137044.935566235
1846,149700.254918166
1847,167129.416126069
1848,52229.4575144792
1849,111748.623806542
1850,116704.491458598
1851,154752.970687013
1852,122290.185713013
1853,122545.413589519
1854,164293.523383112
1855,147771.303986875
1856,217018.924216927
1857,150265.00638068
1858,134820.172226135
1859,120970.876751748
1860,147706.457114405
1861,120117.548838646
1862,294492.099918626
1863,277456.610461763
1864,277590.548650471
1865,334345.133467106
1866,318824.399021303
1867,215659.08251455
1868,276139.615567985
1869,197014.42502234
1870,209975.602090019
1871,251177.056206327
1872,171152.362058585
1873,238117.681448297
1874,147203.11704376
1875,196181.123225097
1876,189055.774249608
1877,203509.932539265
1878,205977.733720214
1879,130403.021431769
1880,127700.156463551
1881,232822.590068264
1882,240870.626008843
1883,182692.144314605
1884,201401.185463605
1885,239439.74868149
1886,283380.490808404
1887,205684.426070362
1888,251472.819238111
1889,168396.149283566
1890,115841.686317873
1891,129513.977232446
1892,97299.3413006728
1893,126604.668114119
1894,127656.518270418
1895,134710.02482019
1896,125022.935061492
1897,109362.841551823
1898,114687.288578903
1899,160372.960842601
1900,154017.110614952
1901,162422.568447377
1902,152963.396823457
1903,209988.589456272
1904,136613.054184199
1905,196285.063661008
1906,158231.039931037
1907,203758.683384226
1908,106243.292815677
1909,127523.159601249
1910,116161.046338582
1911,209507.517379157
1912,313748.591723927
1913,140587.627817741
1914,71012.3112496477
1915,299651.506627252
1916,65497.3358623914
1917,245477.562000782
1918,139161.459297178
1919,174172.742328483
1920,157892.674360585
1921,377667.106719378
1922,311751.758143109
1923,233820.402039267
1924,226664.613914763
1925,194117.458325248
1926,371550.507790417
1927,134795.026810309
1928,154960.212441074
1929,126066.254696266
1930,127244.159928912
1931,138578.261742364
1932,139896.893652688
1933,181089.297937054
1934,172533.872785918
1935,163353.113060412
1936,187865.791012172
1937,179097.351225284
1938,167410.792889461
1939,249383.379244341
1940,189309.714287844
1941,166285.024611757
1942,178753.950683206
1943,214485.176016568
1944,369360.198132525
1945,384971.345807106
1946,133478.860770866
1947,315549.975047428
1948,171651.629303594
1949,246378.064156896
1950,188674.609831793
1951,245520.066390186
1952,210901.404646189
1953,163707.296735141
1954,179753.17962076
1955,137802.751038544
1956,281464.126533379
1957,151915.783157845
1958,280477.516432121
1959,145846.214922888
1960,114479.194967916
1961,117523.313650476
1962,96281.7775811186
1963,103073.119986975
1964,104285.869143633
1965,141379.277790292
1966,135499.262362571
1967,285662.300038108
1968,404786.381384945
1969,376067.415731666
1970,399711.955949698
1971,447692.395967626
1972,365046.744780001
1973,266338.489352919
1974,328723.787175332
1975,468328.792222868
1976,262420.043771762
1977,335709.75343091
1978,352715.983373076
1979,317120.732046774
1980,208135.910981446
1981,332426.479202515
1982,214028.734948113
1983,201072.620598008
1984,170781.231791468
1985,214323.609058525
1986,204831.235694025
1987,180387.181393658
1988,171620.20496637
1989,190962.758980151
1990,204350.086392891
1991,221954.413489405
1992,206494.535540269
1993,167917.395688083
1994,225625.460496996
1995,181196.71425227
1996,251912.667894177
1997,331728.137818926
1998,311908.812949321
1999,284434.979549343
2000,313890.970151658
2001,273661.053465807
2002,246491.788269954
2003,262585.560246259
2004,274895.293844673
2005,233194.417585535
2006,215813.820603763
2007,242433.356024051
2008,205268.06659427
2009,189374.628454684
2010,190369.243625119
2011,144449.632438436
2012,167998.152023514
2013,171690.294975885
2014,177123.432818356
2015,203448.266168419
2016,183448.018883945
2017,190638.360850052
2018,116806.777407401
2019,131307.421439224
2020,101144.156090091
2021,99001.5997797971
2022,179925.080849609
2023,138975.364085679
2024,263721.475406212
2025,366638.559272829
2026,174342.951137202
2027,155445.726016607
2028,148112.822040606
2029,160717.104434494
2030,258509.540181977
2031,226981.266452271
2032,247067.568019908
2033,248186.045539286
2034,169445.44705267
2035,215430.906568854
2036,199315.280271323
2037,202404.158165294
2038,295082.070039009
2039,217038.946592957
2040,280115.296811797
2041,305307.147807973
2042,201021.632156388
2043,172821.915093159
2044,174021.456223091
2045,213577.68268229
2046,149962.610935757
2047,142410.494903762
2048,139379.753054136
2049,148481.090394033
2050,176699.060626418
2051,103263.540493477
2052,119441.088244468
2053,146893.782565827
2054,86082.2567177172
2055,148551.545483528
2056,144668.544494
2057,115169.086535625
2058,210518.433475031
2059,131357.292267896
2060,169167.2672764
2061,172094.369701297
2062,126158.653803968
2063,119969.881398359
2064,136074.649960119
2065,116052.671206505
2066,161507.370620662
2067,117985.726762229
2068,151160.420494336
2069,83341.5935158792
2070,111680.099950926
2071,91251.4259605038
2072,134302.949323289
2073,131484.75425775
2074,181705.770802529
2075,149369.20838619
2076,113184.243575428
2077,147084.078156225
2078,117213.769026698
2079,134940.065451822
2080,118691.106405615
2081,123226.238370024
2082,115881.615023067
2083,142609.884896498
2084,107840.15243353
2085,115850.981712309
2086,108005.243343021
2087,125551.98400093
2088,97511.752648667
2089,76852.4113682094
2090,123344.745078537
2091,108857.616071587
2092,120216.169495169
2093,113884.858413299
2094,111581.117396934
2095,144409.568622808
2096,81847.3454845956
2097,98962.9427738392
2098,137399.034939586
2099,50403.0221800979
2100,79224.5102816032
2101,108227.764422397
2102,129024.06129027
2103,104635.095722746
2104,140912.853179379
2105,127298.233495246
2106,61672.1959485006
2107,181907.14191734
2108,112795.629388304
2109,108972.63124101
2110,124483.362728245
2111,132406.852146106
2112,129414.866087795
2113,116709.329727016
2114,121418.915109448
2115,155468.738687591
2116,110436.958767554
2117,141527.408507489
2118,121649.081208709
2119,110396.994296111
2120,112592.867098806
2121,83810.6649342653
2122,107916.769231422
2123,79302.5213403742
2124,147986.770884905
2125,127289.632314387
2126,138605.888221401
2127,162714.389219335
2128,122283.72732711
2129,93616.2689966888
2130,130463.11792043
2131,133619.825059612
2132,114098.698634252
2133,121945.02863678
2134,124175.344206656
2135,96009.0080385723
2136,76952.4454196879
2137,102435.50202257
2138,130984.40397008
2139,143229.342084602
2140,135490.588533717
2141,153651.644766819
2142,121929.760364954
2143,136334.134211859
2144,113192.972875422
2145,136206.527341867
2146,163664.35354695
2147,140067.20412239
2148,128401.314969854
2149,142794.022037536
2150,232659.460146281
2151,109993.134714161
2152,172326.16145121
2153,157301.143824126
2154,99718.1572183583
2155,139165.61136686
2156,239991.369645068
2157,222000.258915845
2158,230593.644727872
2159,205794.093868838
2160,184874.279086571
2161,229188.561337075
2162,355479.865275337
2163,328032.773784289
2164,243801.979788013
2165,198791.786592822
2166,152108.796011503
2167,212192.135362132
2168,188644.99713701
2169,192856.992575262
2170,215085.831621909
2171,152360.703134947
2172,129293.138407461
2173,162564.348499341
2174,222684.203498409
2175,283382.212929951
2176,299905.714058741
2177,233728.609067542
2178,209635.080487692
2179,135079.574152068
2180,206766.212816177
2181,193622.895379109
2182,219228.582973159
2183,187291.906126416
2184,115165.230709698
2185,127557.536585844
2186,138529.768787655
2187,145963.468655554
2188,146714.99207665
2189,249550.941323411
2190,78561.9805799334
2191,81757.6570262889
2192,85145.4518062518
2193,110543.597795002
2194,101799.790220954
2195,107634.120478296
2196,100826.396569287
2197,118084.371582676
2198,159329.631303686
2199,176896.23768241
2200,148559.055949879
2201,147191.818848658
2202,216540.164825745
2203,134134.747122213
2204,177839.884004115
2205,120825.857576251
2206,133648.385428632
2207,199135.131180275
2208,253767.5142262
2209,220219.994822928
2210,115640.320511007
2211,116283.393957122
2212,120394.358701685
2213,106371.232610311
2214,129391.022724154
2215,101901.470142898
2216,145949.765461952
2217,61773.6141624785
2218,90311.6953069102
2219,83147.3053739005
2220,80159.1216717795
2221,294370.078859881
2222,272827.847455535
2223,272962.314892102
2224,202088.05575357
2225,122430.291442313
2226,180846.517442002
2227,197827.256854031
2228,263343.19941988
2229,253183.282355998
2230,146689.739010814
2231,207181.201933999
2232,179259.522650863
2233,180531.171106891
2234,242384.745139207
2235,215263.499453231
2236,255603.895965387
2237,305478.364173164
2238,193099.343875735
2239,108532.950474705
2240,154644.324726679
2241,148260.033188108
2242,121666.584203405
2243,130942.108182291
2244,102640.411242433
2245,100740.890044785
2246,147012.014147442
2247,111845.554013483
2248,120182.006209414
2249,119532.969154322
2250,127689.633642787
2251,106208.318417939
2252,177315.811998508
2253,147387.66061838
2254,169874.704126895
2255,172899.552572127
2256,172776.547788847
2257,192198.171106533
2258,155249.405348295
2259,167675.493539784
2260,149175.245417264
2261,197150.31471872
2262,212825.877127626
2263,371605.030463513
2264,466344.561079918
2265,162272.675792357
2266,302846.60763524
2267,356887.312495782
2268,414635.925397171
2269,147243.486683587
2270,197546.003531429
2271,213850.890023009
2272,197322.563684141
2273,159579.441892361
2274,172656.728770332
2275,155809.951727467
2276,189643.191225637
2277,179030.230166822
2278,144026.251285366
2279,123673.434440845
2280,121850.629803825
2281,157968.308515979
2282,175765.769069328
2283,106866.06899124
2284,113818.935454499
2285,138656.163264877
2286,121886.42132056
2287,364586.035030684
2288,271918.259512874
2289,354277.076643157
2290,446581.137519116
2291,323630.175552594
2292,420530.619722655
2293,458363.045083043
2294,397558.894197653
2295,457757.709430145
2296,287252.304569326
2297,339088.555412276
2298,338121.205769375
2299,343553.391159171
2300,319545.366150679
2301,304053.155953272
2302,241721.754519413
2303,244059.982544878
2304,250106.916519063
2305,191870.172586441
2306,185267.106581507
2307,194432.900858193
2308,223094.068836395
2309,282851.68069789
2310,212439.092600582
2311,202344.619181644
2312,175497.56804307
2313,169317.871279146
2314,174403.533494298
2315,178355.836454031
2316,189355.365913638
2317,184036.835764674
2318,173011.82455797
2319,181573.374044004
2320,180241.556394054
2321,229343.215941739
2322,175372.075562903
2323,191263.208286691
2324,183872.123268728
2325,213252.052221186
2326,173367.894600596
2327,199625.401141036
2328,217595.123610619
2329,186154.927162362
2330,173894.803826061
2331,344872.605576629
2332,396052.645629595
2333,315954.764811528
2334,260469.425948827
2335,290774.362303105
2336,302206.736269106
2337,198136.977107393
2338,267082.422828855
2339,230133.431907169
2340,389325.426681324
2341,220758.242258778
2342,235213.021940004
2343,226327.836728379
2344,218943.868695485
2345,239102.687995248
2346,209891.523017035
2347,192924.330058526
2348,235303.334337188
2349,176955.042705164
2350,304210.007229128
2351,256634.650250829
2352,244203.81039318
2353,230806.871115054
2354,134992.834693626
2355,143999.429329633
2356,153945.668493619
2357,184978.515746844
2358,193182.170972341
2359,130384.738909226
2360,111985.040531599
2361,139791.383206119
2362,262169.990967615
2363,135770.452144957
2364,152099.559833632
2365,213175.001324559
2366,190577.698533359
2367,220171.810319605
2368,208690.389819382
2369,214369.684890273
2370,161930.658971478
2371,160989.298299178
2372,187548.311896335
2373,276942.081639262
2374,308288.887715648
2375,236316.749146675
2376,282557.311825994
2377,323680.381751212
2378,140943.528666819
2379,191323.332851137
2380,146156.652706766
2381,164611.336966929
2382,204688.858422935
2383,201024.320501392
2384,240084.398339954
2385,158860.799022347
2386,132110.230987749
2387,133305.229669268
2388,102895.163291506
2389,117159.95668336
2390,143305.919087447
2391,140772.686268269
2392,114474.147442543
2393,163630.182928674
2394,142211.307516671
2395,198337.178709377
2396,139922.686736529
2397,216149.806811309
2398,128008.562687495
2399,59648.3304659579
2400,58900.1006361042
2401,112233.792740017
2402,135015.734338946
2403,147336.712141304
2404,147673.695864235
2405,156012.378471795
2406,136735.147771998
2407,123782.278077201
2408,146686.466252549
2409,122144.199830777
2410,166460.394744509
2411,114221.967304156
2412,152108.754673857
2413,129163.976250263
2414,162065.996356685
2415,138201.885129034
2416,124212.555418719
2417,130290.42243605
2418,131771.590152854
2419,126933.312864374
2420,120717.217250607
2421,141735.821711409
2422,109245.988194804
2423,118194.032136307
2424,155405.07802748
2425,176264.068173476
2426,125412.269171537
2427,128606.644814753
2428,172979.540193121
2429,111083.894142814
2430,129352.959656205
2431,107243.785678284
2432,139900.479441228
2433,135506.938636736
2434,133076.569300134
2435,143015.403061923
2436,104167.334904608
2437,104954.114211293
2438,118696.009684672
2439,105874.1667298
2440,122313.314340879
2441,92704.4995965166
2442,99349.2644936512
2443,122517.900704923
2444,134727.222015383
2445,89496.8553866305
2446,135662.147041577
2447,179659.670628528
2448,126231.878479623
2449,111028.287507217
2450,148703.19744768
2451,123465.253304082
2452,184899.104925204
2453,94199.4009301008
2454,121022.458023539
2455,111997.54977011
2456,127236.003146914
2457,124785.963659948
2458,120674.260601967
2459,106553.188490053
2460,131482.057573119
2461,122649.686190768
2462,130807.683661317
2463,120876.392898358
2464,166617.635581733
2465,129709.687905783
2466,111097.504233067
2467,127835.7113216
2468,83835.529239596
2469,81963.8267371916
2470,182927.686058407
2471,210809.900764075
2472,160317.45255957
2473,111756.538662539
2474,78196.5205051418
2475,205732.447781666
2476,111888.632456356
2477,122248.340958266
2478,149162.696314271
2479,103826.921728225
2480,150188.765378493
2481,116240.448042717
2482,119503.426453243
2483,107996.698384638
2484,117591.607525305
2485,121948.062200831
2486,141741.462859756
2487,164170.819836361
2488,161374.560201906
2489,146728.597112326
2490,138829.791249129
2491,89396.5152457508
2492,190179.008095103
2493,152919.521761743
2494,145581.186650087
2495,90463.798138889
2496,233353.718756914
2497,151703.583512884
2498,107659.621797141
2499,86160.2163820823
2500,119520.940304703
2501,136720.513439005
2502,141757.625702639
2503,91943.4821829545
2504,160526.047694613
2505,215404.474157324
2506,239342.995505374
2507,272685.727904301
2508,239904.491198149
2509,213493.295795878
2510,218683.083929245
2511,170713.495978102
2512,200632.008842093
2513,219190.947775543
2514,247575.413695591
2515,147251.451552269
2516,169617.277842749
2517,145086.833464719
2518,155308.673441724
2519,232107.684053291
2520,211699.882422627
2521,184111.453923767
2522,219501.093353502
2523,120008.142797452
2524,135691.31316623
2525,143279.796687955
2526,137950.452767611
2527,119834.747561581
2528,123487.557312732
2529,132830.774229228
2530,122735.759192808
2531,246976.385413542
2532,221382.791048194
2533,188029.429194801
2534,234284.0869408
2535,286868.993694261
2536,230308.862768976
2537,235105.410115454
2538,181769.249778706
2539,182666.773162569
2540,175620.369354498
2541,181612.82647446
2542,161577.49191441
2543,120966.944199336
2544,118109.7165401
2545,137663.553376872
2546,122724.406980714
2547,129979.939927569
2548,145717.518402908
2549,148256.629628746
2550,715053.0532361
2551,137836.981074614
2552,123415.481149308
2553,75744.8935755551
2554,92702.4446573389
2555,119298.21120322
2556,98551.8687679003
2557,104706.148058213
2558,144061.663521786
2559,143270.188625572
2560,148763.087030933
2561,149198.796088215
2562,134911.70719963
2563,146199.582752178
2564,192631.425798157
2565,133647.377837225
2566,158614.499661096
2567,133735.153466363
2568,187790.446527178
2569,216493.810959161
2570,112785.734510368
2571,189819.217690018
2572,148418.126070374
2573,223254.830569292
2574,267549.873587683
2575,131119.711230437
2576,119046.97012662
2577,135920.552511568
2578,86554.8955370112
2579,65762.4045294813
2580,111624.092061526
2581,117173.637938665
2582,121273.303694801
2583,273073.054316621
2584,176663.791282154
2585,182056.328540757
2586,221555.184960653
2587,198297.814826988
2588,134101.065865134
2589,146082.586249585
2590,203453.167555154
2591,223414.091411517
2592,210867.558312855
2593,253514.907376681
2594,187344.037696063
2595,203307.413693661
2596,282455.866550078
2597,186199.436710358
2598,284855.228686723
2599,334383.977186026
2600,141805.402684555
2601,140822.463661088
2602,85544.6072451008
2603,94009.6100651505
2604,90511.9327376471
2605,81997.5651002894
2606,145050.593151494
2607,198799.766239088
2608,188456.229751078
2609,169742.856026518
2610,109815.38516015
2611,121639.330116221
2612,159437.713647164
2613,129904.822738641
2614,122525.958637165
2615,152125.69339867
2616,140475.307935107
2617,179027.624169848
2618,197880.693096778
2619,194974.891165209
2620,177458.821826446
2621,167910.243770484
2622,172781.426797082
2623,234872.602570792
2624,296445.092704788
2625,302028.650876176
2626,164469.210124368
2627,165068.631609012
2628,467548.982129762
2629,484817.942394571
2630,374037.391719346
2631,478624.964388853
2632,398129.800284208
2633,305437.980069159
2634,419509.778411698
2635,154497.771210888
2636,175560.058222406
2637,183315.415838042
2638,253021.49229366
2639,182909.694048562
2640,147386.556797008
2641,102174.805095288
2642,178800.149178875
2643,101962.437029756
2644,117170.975945376
2645,108388.752369333
2646,96349.1730851419
2647,103101.089296527
2648,137725.309172879
2649,147608.02863349
2650,134146.579866926
2651,138936.003315548
2652,399775.021882165
2653,250950.0335702
2654,250267.161462113
2655,388317.753156779
2656,313565.412799747
2657,351278.265892901
2658,306355.412363317
2659,300886.178287776
2660,359696.350276188
2661,342944.640706199
2662,355535.057509253
2663,288552.28769551
2664,273335.280955804
2665,313002.018764094
2666,280288.980863661
2667,168188.437446888
2668,178592.565450068
2669,177508.280363347
2670,266288.791019917
2671,183913.925409365
2672,189533.367832164
2673,195397.073200926
2674,194014.180944375
2675,173309.312755143
2676,190201.82302848
2677,189066.3334373
2678,232042.352706043
2679,276991.420645984
2680,294457.187439186
2681,391683.418848867
2682,315056.604615197
2683,480481.435379376
2684,322778.923820277
2685,319777.02331152
2686,256794.237227912
2687,303022.898566645
2688,223518.614076427
2689,205597.056251128
2690,409864.564732676
2691,182543.89169809
2692,138847.539085944
2693,192322.734418812
2694,140450.922155782
2695,186386.204533071
2696,179530.191329875
2697,175766.558161504
2698,187104.904866217
2699,169044.224971587
2700,155044.431634851
2701,152388.016876883
2702,113689.926861885
2703,131459.067858705
2704,132931.085320655
2705,113901.566948415
2706,110522.413474921
2707,122161.390916834
2708,128653.542176283
2709,100084.895060528
2710,121778.373970653
2711,265189.611972495
2712,367283.263088151
2713,169309.444483644
2714,147485.385754203
2715,167220.703310386
2716,145084.914119562
2717,194024.776152051
2718,215408.686675653
2719,150553.503433722
2720,169801.298074179
2721,130341.696268841
2722,158176.882484615
2723,136357.036473713
2724,126658.781674838
2725,126532.913175397
2726,145906.473520033
2727,159841.795953961
2728,176741.621483852
2729,145665.558874133
2730,147481.578209172
2731,129033.437038777
2732,127536.705821815
2733,155042.058213793
2734,144333.722249397
2735,134932.52535776
2736,137694.548849584
2737,118530.27251728
2738,140667.304403972
2739,154365.296214073
2740,131108.639329576
2741,138808.265079572
2742,151751.001712934
2743,151257.506568177
2744,155536.067431143
2745,139515.194029484
2746,135744.87236506
2747,146485.560383999
2748,123591.488085051
2749,127130.287136562
2750,132785.961161745
2751,133134.320957528
2752,179555.722816658
2753,141734.528030966
2754,193789.320817334
2755,133031.483839882
2756,92396.5405470335
2757,71843.7325721905
2758,85853.7106781238
2759,155051.586186406
2760,119146.711697068
2761,139395.488604537
2762,141488.630988825
2763,175455.788860882
2764,151728.896192249
2765,279216.330379389
2766,135458.871109113
2767,83465.9424922555
2768,127028.187824293
2769,124686.792487957
2770,140733.25383786
2771,108743.016014238
2772,110203.922023932
2773,162402.235497398
2774,142601.265266162
2775,113543.53681533
2776,144372.350243998
2777,149104.425180387
2778,102081.792703939
2779,120231.983224345
2780,96411.8543107738
2781,94524.221150485
2782,96751.1664606101
2783,95150.9340480735
2784,117286.314538789
2785,131433.037208756
2786,67004.3128177338
2787,125876.899693348
2788,75610.7834362522
2789,165067.148120987
2790,89865.1437315765
2791,112392.214306858
2792,66341.2367170539
2793,148593.407261881
2794,92248.0938602959
2795,115465.153867386
2796,93864.9002291447
2797,187010.353541751
2798,103282.956000828
2799,113239.367831894
2800,69150.351058362
2801,107552.300882746
2802,129025.056354719
2803,161710.244424613
2804,128426.845768482
2805,98321.4315973386
2806,83877.4695746909
2807,156189.129129091
2808,138722.427936087
2809,129283.284510556
2810,121544.836840594
2811,153255.953565939
2812,156888.121892533
2813,157314.620633605
2814,159240.389085513
2815,93319.1520908013
2816,225144.970308442
2817,149319.692640736
2818,127821.624460135
2819,166002.372062899
2820,133473.397187358
2821,100860.500256533
2822,180915.070341905
2823,277536.601752
2824,169327.022331746
2825,139717.274822164
2826,130749.653443521
2827,137499.343414651
2828,207514.929285911
2829,202691.940109121
2830,227572.689163404
2831,168354.277192058
2832,240048.544581867
2833,293040.956253
2834,219911.435318445
2835,224337.32772389
2836,186880.944439576
2837,154661.680845225
2838,148077.275093133
2839,170867.957053098
2840,197244.040166777
2841,200346.35766299
2842,225695.773581556
2843,145507.333876658
2844,163307.569793659
2845,125664.767924641
2846,203795.315700719
2847,196549.902176235
2848,215726.441122161
